24 24
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 241 241 241 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 1 4 1 243 243 41 44 41 243 243 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 -1 241 241 241 241 241 241 241 241 241 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 -1 -1 81 84 81 243 243 121 124 121 243 243 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 -1 241 241 241 241 241 241 241 241 241 241 241 241 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 161 164 161 243 243 201 204 201 243 243 1 4 1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 241 241 241 241 241 241 241 241 241 241 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 243 243 41 44 41 243 243 -1 81 84 81 243 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 241 241 241 241 241 241 -1 -1 -1 241 241 241 241 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 243 121 124 121 243 243 -1 -1 -1 -1 -1 161 164 161 243 -1 -1 -1 -1 
-1 -1 -1 -1 -1 241 241 241 241 241 -1 -1 -1 -1 -1 -1 241 241 241 241 241 -1 -1 -1 
-1 -1 -1 -1 -1 243 201 204 201 -1 -1 -1 -1 -1 -1 -1 -1 243 243 1 1 -1 -1 -1 
-1 -1 -1 -1 -1 241 241 241 -1 -1 -1 -1 -1 -1 -1 -1 -1 241 241 241 241 -1 -1 -1 
-1 -1 -1 -1 -1 1 243 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 243 41 41 -1 -1 -1 
-1 -1 -1 -1 -1 241 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 241 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
